gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaymentMethod,TotalCharges,Churn
Male,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,893.2,No
Male,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,Month-to-month,Credit card (automatic),810.85,No
Male,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Electronic check,6347.55,No
Female,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1123.65,No
Female,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),43.15,No
Female,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),35.1,No
Female,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1388,No
Male,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,3851.45,No
Female,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Electronic check,1743.5,Yes
Female,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,One year,Bank transfer (automatic),2638.1,No
Male,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,One year,Mailed check,946.95,No
Female,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Two year,Bank transfer (automatic),1114.85,No
Male,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1777.6,No
Male,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,684.85,No
Female,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,74.35,No
Male,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,Electronic check,1312.45,No
Male,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),159.2,No
Male,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,Month-to-month,Mailed check,610.2,No
Female,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Electronic check,404.35,No
Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,69.65,Yes
Male,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,Electronic check,6363.45,No
Female,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Credit card (automatic),4124.65,No
Male,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,713.1,Yes
Male,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,One year,Mailed check,950.75,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,No
Female,Yes,No,12,Yes,No,DSL,No,No,No,No,No,Month-to-month,Bank transfer (automatic),505.95,No
Male,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1149.65,No
Male,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,169.65,No
Female,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Mailed check,526.7,Yes
Female,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,393.15,No
Female,No,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Month-to-month,Mailed check,1147,No
Male,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,3021.6,Yes
Female,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),5718.2,No
Male,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Electronic check,191.35,Yes
Female,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),4539.6,No
Male,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),6397.6,No
Male,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),280.4,No
Female,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Mailed check,2718.3,Yes
Female,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Two year,Bank transfer (automatic),5711.05,No
Female,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,Credit card (automatic),3478.15,No
Female,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Electronic check,36.45,Yes
Female,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,4133.95,No
Male,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Electronic check,2917.65,No
Male,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Electronic check,54.3,No
Male,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,2964.8,No
Female,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),2198.3,No
Male,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1189.9,No
Female,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1914.5,No
Male,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,2001.5,Yes
Male,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),5336.35,No
Female,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Bank transfer (automatic),7238.6,No
Female,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Electronic check,7998.8,No
Female,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,3825.85,Yes
Female,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Electronic check,5703.25,No
Female,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Electronic check,7397,No
Male,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,164.6,No
Male,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Mailed check,6555.2,No
Male,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Mailed check,225.65,No
Male,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,955.75,No
Female,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),3382.3,No
Male,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),2313.8,No
Female,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Month-to-month,Credit card (automatic),933.3,Yes
Female,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),780.85,No
Male,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Credit card (automatic),7852.4,No
Male,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,One year,Electronic check,3184.25,Yes
Female,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,764.95,Yes
Male,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,Credit card (automatic),2763,No
Female,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,1614.7,No
Female,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Bank transfer (automatic),145.4,Yes
Female,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),156.25,Yes
Female,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,One year,Mailed check,1604.5,Yes
Female,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,270.15,No
Male,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check, ,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.6,No
Female,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,Credit card (automatic),1734.5,No
Female,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Electronic check,7047.5,No
Female,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),573.15,No
Male,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1538.6,No
Female,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Bank transfer (automatic),4459.8,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Credit card (automatic),7459,No
Male,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,306.05,No
Male,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,639.7,No
Male,No,No,9,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,348.15,No
Female,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Electronic check,4533.9,Yes
Male,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Two year,Bank transfer (automatic),5563.65,No
Male,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,1587.55,Yes
Male,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,40.25,No
Female,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,842.9,Yes
Female,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,Bank transfer (automatic),4228.55,No
Male,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,784.45,No
Male,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,One year,Electronic check,3729.75,No
Female,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,Month-to-month,Credit card (automatic),1406.9,No
Female,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,One year,Credit card (automatic),1857.3,No
Male,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),7322.5,No
Female,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),6725.5,No
Male,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,One year,Electronic check,3627.3,No
Male,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,1761.45,Yes
Male,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,One year,Credit card (automatic),1725.95,No
Female,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Credit card (automatic),4192.15,No
Female,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1411.2,No
Female,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,164.5,Yes
Female,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Mailed check,2724.6,Yes
Female,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,264.55,No
Male,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),4671.7,No
Male,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,1173.55,No
Female,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,318.5,Yes
Male,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,Electronic check,7713.55,No
Male,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Electronic check,2471.25,No
Male,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),7842.3,No
Female,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,2227.8,No
Male,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Two year,Bank transfer (automatic),4990.25,Yes
Male,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,3744.05,Yes
Male,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Bank transfer (automatic),7220.35,Yes
Male,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,2351.45,No
Female,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,2989.6,No
Male,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Electronic check,6077.75,No
Female,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,One year,Bank transfer (automatic),4070.95,No
Male,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,Month-to-month,Electronic check,2479.05,No
Male,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,One year,Credit card (automatic),2134.3,No
Female,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,One year,Bank transfer (automatic),6000.1,No
Male,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,Mailed check,2203.1,No
Male,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),183.15,No
Male,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),6194.1,No
Male,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,Mailed check,638.95,No
Male,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Mailed check,2139.2,Yes
Male,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Credit card (automatic),831.75,No
Female,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,521.3,Yes
Female,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1337.5,No
Female,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),7181.95,No
Male,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,Electronic check,608,Yes
Male,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,Mailed check,2560.1,No
Female,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,577.6,Yes
Female,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed check,5953,No
Male,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1790.15,No
Female,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,One year,Electronic check,2531.4,No
Female,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Two year,Credit card (automatic),4760.3,No
Female,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,292.85,Yes
Female,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Mailed check,953.65,No
Female,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Electronic check,198,Yes
Female,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),5705.05,No
Male,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,609.9,Yes
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.55,No
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,79.65,Yes
Female,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Mailed check,6993.65,No
Female,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),4122.65,No
Female,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,Credit card (automatic),5762.95,No
Male,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,One year,Credit card (automatic),1537.85,No
Male,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,One year,Bank transfer (automatic),2603.3,No
Female,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),5566.4,No
Female,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),5431.9,No
Female,No,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,One year,Credit card (automatic),2258.25,No
Female,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1092.35,No
Female,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,6401.25,No
Female,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Credit card (automatic),2812.2,Yes
Female,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Mailed check,80.05,Yes
Male,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Electronic check,2698.35,Yes
Female,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,Electronic check,616.9,No
Male,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,Month-to-month,Electronic check,1912.85,No
Male,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Bank transfer (automatic),849.1,No
Female,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Two year,Electronic check,3460.3,No
Male,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1465.75,Yes
Male,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,90.1,No
Female,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Two year,Credit card (automatic),5555.3,No
Female,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1278.8,No
Male,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),2907.35,No
Female,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),146.3,Yes
Male,No,No,1,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Mailed check,51.25,Yes
Male,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Mailed check,4952.95,No
Female,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),4504.9,No
Male,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,45.6,Yes
Male,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Electronic check,4520.15,No
Female,No,No,6,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Bank transfer (automatic),267.35,Yes
Female,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Mailed check,2316.85,No
Female,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Mailed check,8075.35,No
Male,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,Two year,Credit card (automatic),2302.35,No
Female,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Credit card (automatic),7251.9,No
Female,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),2078.55,No
Female,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Credit card (automatic),6225.4,No
Male,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,One year,Bank transfer (automatic),1242.25,No
Male,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,99.45,No
Male,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,288.05,Yes
Female,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,599.25,No
Female,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,One year,Credit card (automatic),3462.1,No
Female,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),853,Yes
Male,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,934.1,Yes
Male,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Two year,Credit card (automatic),2375.2,No
Female,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,One year,Mailed check,2813.05,No
Female,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,1222.8,Yes
Female,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),5293.2,Yes
Female,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,One year,Mailed check,6314.35,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.1,No
Male,No,No,20,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Mailed check,1003.05,No
Female,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,Two year,Electronic check,1593.1,No
Male,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,2509.95,No
Female,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,One year,Bank transfer (automatic),3187.65,No
Female,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,74.45,Yes
Female,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Electronic check,2345.2,Yes
Female,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),3330.1,No
Male,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),5522.7,No
Male,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,2335.3,Yes
Male,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Two year,Credit card (automatic),4798.4,No
Male,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8594.4,No
Male,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,One year,Credit card (automatic),970.55,No
Male,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),7665.8,No
Male,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Two year,Bank transfer (automatic),3686.05,No
Female,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,One year,Mailed check,1115.15,Yes
Male,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,2537,No
Male,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Mailed check,1393.6,No
Female,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,89.35,No
Male,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Electronic check,4445.3,No
Female,Yes,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,One year,Credit card (automatic),978.6,No
Male,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1258.15,No
Male,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,331.35,No
Female,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,Month-to-month,Electronic check,291.4,Yes
Male,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Electronic check,453.75,Yes
Female,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,84.75,No
Male,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1715.1,No
Male,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1715.15,No
Male,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Credit card (automatic),1597.25,Yes
Male,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1250.1,No
Female,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,Two year,Electronic check,3996.8,No
Female,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),5215.1,No
Female,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,235.5,Yes
Female,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,673.2,No
Male,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),1442.2,No
Female,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,Bank transfer (automatic),5639.05,Yes
Female,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,5222.35,No
Male,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Electronic check,7291.75,No
Female,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,799.65,Yes
Female,No,No,1,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Electronic check,50.8,Yes
Male,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,424.5,No
Male,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Electronic check,249.4,No
Female,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Mailed check,4415.75,No
Female,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,One year,Electronic check,5270.6,No
Male,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,144.55,Yes
